,acousticness,artist_name,danceability,duration_s,energy,instrumentalness,key,liveness,loudness,mode,music_genre,obtained_date,popularity,speechiness,tempo,MvOut,track_name,valence
10,0.0797,A-Trak,0.83,241.173,0.768,0.0,E,0.139,-3.552,Minor,Electronic,4-Apr,42.0,0.229,125.95071612518888,MvOut.No,"Ride For Me (with Young Thug, feat. 24hrs)",0.573
11,0.0688,Air,0.517,378.84,0.696,0.11698276507616984,E,0.122,-7.794,Major,Electronic,4-Apr,35.0,0.0521,168.422,MvOut.No,Don't Be Light,0.343
12,0.00885,Destructo,0.897,204.016,0.762,0.016,E,0.0824,-4.48,Minor,Electronic,3-Apr,27.0,0.0625,126.035,MvOut.No,All Nite (feat. E-40 & Too $hort),0.43
13,0.0139,empty_field,0.498,281.17585392725647,0.945,0.647,F,0.338,-0.003,Minor,Electronic,4-Apr,32.0,0.137,149.888,MvOut.No,Down With Me - VIP,0.179
14,0.0134,DAVI,0.808,445.723,0.451,0.14126144304557162,C,0.106,-12.013,Major,Electronic,4-Apr,39.0,0.0714,120.961,MvOut.No,Two Suns In The Sky - Original Mix,0.353
15,0.055,Riot Ten,0.651,240.009,0.418,8.56e-05,C,0.103,-9.306,Major,Electronic,4-Apr,36.0,0.0352,139.997,MvOut.No,Missing You (feat. blvkkhvrt.),0.104
16,0.0044399999999999,Adventure Club,0.701,331.0,0.607,4.09e-05,C#,0.0433,-4.514,Minor,Electronic,4-Apr,26.0,0.0547,127.979,MvOut.No,Unleash (Life In Color Anthem 2014) [feat. Zak Waters],0.342
17,0.0874,Kasabian,0.525,252.28,0.741,0.147,A#,0.117,-5.643,Major,Electronic,4-Apr,66.0,0.0311,117.031,MvOut.No,Fire,0.179
18,0.0427,Daft Punk,0.817,224.693,0.716,0.00263,F#,0.358,-8.898,Minor,Electronic,4-Apr,70.0,0.144,123.475,MvOut.No,Harder Better Faster Stronger,0.692
19,0.00442,Paul Oakenfold,0.509,270.965,0.904,0.0975209422111947,C,0.653,-7.045,Major,Electronic,4-Apr,39.0,0.0405,132.009,MvOut.No,Cafe Del Mar - Radio Edit,0.153
20,0.0249,!!!,0.865,274.013,0.65,0.000391,A,0.102,-8.025,Minor,Electronic,4-Apr,36.0,0.101,120.03,MvOut.No,Californiyeah,0.557
21,0.00584,empty_field,0.667,265.6,0.969,0.112,G,0.676,-0.714,Minor,Electronic,4-Apr,44.0,0.106,122.46350919055368,MvOut.No,Young & Dangerous,0.278
22,0.137,David August,0.766,359.166,0.396,0.0436,G,0.052,-12.673,Minor,Electronic,4-Apr,47.0,0.0406,113.005,MvOut.No,You Got to Love Me,0.187
23,0.0733,Cut Copy,0.565,283.773,0.779,2.92e-05,E,0.263,-3.891,Minor,Electronic,4-Apr,45.0,0.0412,119.949,MvOut.No,Strangers In The Wind,0.541
24,0.0616,Kaivon,0.387,240.713,0.758,2.26e-05,C#,0.118,-2.794,Major,Electronic,4-Apr,56.0,0.0578,127.947,MvOut.No,Your Eye,0.132
25,0.0136,Be Svendsen,0.878,208.745,0.557,0.235,A#,0.0766,-10.992,Minor,Electronic,4-Apr,42.0,0.0566,115.064,MvOut.No,Drop the Gun - Radio Edit,0.66
26,0.321,LCD Soundsystem,0.584,262.8001217940876,0.433,0.1533372649284153,G,0.0912,-14.59,Major,Electronic,4-Apr,39.0,0.0253,100.01,MvOut.No,black screen,0.0721
27,0.009,DJ Snake,0.704,260.5801009085379,0.989,0.0443,G#,0.0814,-5.079,Major,Electronic,4-Apr,65.0,0.073,127.992,MvOut.No,Let's Get Ill,0.123
28,0.00936,Little Dragon,0.726,250.0,0.703,0.114,A,0.113,-6.965,Minor,Electronic,4-Apr,38.0,0.0499,120.954,MvOut.No,Brush The Heat,0.434
29,0.123,QUIX,0.756,247.14925623252554,0.843,0.0339,C,0.129,-4.726,Major,Electronic,4-Apr,53.0,0.0605,144.062,MvOut.No,All I Have (feat. Aviella),0.21
30,0.0466,Flosstradamus,0.537,186.203,0.797,0.0,B,0.21228892039500386,-5.328,Major,Electronic,4-Apr,34.0,0.07484926650825773,84.444,MvOut.No,From The Back,0.384
31,0.00112,AC Slater,0.905,264.0,0.838,0.048728425846798123,F#,0.608,-6.838,Major,Electronic,4-Apr,54.0,0.0499,126.007,MvOut.No,Bass Inside,0.464
32,0.103,Türküm,0.581,151.475,0.915,1.08e-05,F,0.0923,-4.828,Minor,Electronic,4-Apr,33.0,0.0712,122.089,MvOut.No,Someone,0.306
33,0.261,Nitti Gritti,0.811,172.143,0.759,4.96e-05,D,0.191,-2.86,Major,Electronic,4-Apr,33.0,0.226,125.919,MvOut.No,Drive,0.2
34,0.129,Ulrich Schnauss,0.391,403.493,0.647,0.14616024249590212,B,0.358,-10.586,Major,Electronic,4-Apr,32.0,0.0389,139.842,MvOut.No,On My Own,0.241
35,0.00419,Gammer,0.524,207.529,0.789,0.0033299999999999,G,0.198,-4.452,Minor,Electronic,4-Apr,35.0,0.158,169.995,MvOut.No,Beam of Light,0.153
36,0.0421,Flux Pavilion,0.329,223.652,0.662,0.0,A#,0.0321,-7.645,Minor,Electronic,4-Apr,33.0,0.119,159.21200000000002,MvOut.No,Pull the Trigger - Mati Remix,0.258
37,0.0796,Quantic,0.61,374.445,0.606,0.338,C,0.108,-8.085,Major,Electronic,4-Apr,36.0,0.0565,84.475,MvOut.No,Cumbia Sobre el Mar (feat. Nidia Gongora),0.643
38,0.843,Moby,0.552,288.6,0.256,0.17045934623306086,D,0.106,-17.753,Major,Electronic,4-Apr,35.0,0.0306,95.02799999999999,MvOut.No,Inside,0.0399
39,0.0307,El Mundo,0.802,400.0,0.702,0.1248961264357864,A#,0.0936,-8.503,Minor,Electronic,4-Apr,49.0,0.0804,108.006,MvOut.No,Can You See What I See,0.186
40,0.0128,The Prodigy,0.669,362.667,0.871,0.11150035361399097,B,0.0954,-4.642,Major,Electronic,4-Apr,26.0,0.0362,136.903,MvOut.No,Your Love,0.515
41,0.011,Hercules & Love Affair,0.703,311.823,0.569,0.026,G,0.123,-7.888,Major,Electronic,4-Apr,27.0,0.0438,120.81563625318256,MvOut.No,Rejoice (feat. Rouge Mary),0.529
42,0.257,Bonobo,0.738,350.055,0.512,0.12394797360522286,F,0.0824,-12.924,Minor,Electronic,4-Apr,64.0,0.0668,108.55385209157106,MvOut.No,Ibrik,0.0867
43,0.192,empty_field,0.67,162.538,0.672,5.13e-05,C#,0.0926,-3.469,Major,Electronic,4-Apr,67.0,0.0923,165.075,MvOut.No,Never Let You Go (feat. Sofia Reyes),0.643
44,0.00245,Kayzo,0.493,263.164,0.961,0.166,G,0.129,-4.689,Minor,Electronic,4-Apr,37.0,0.161,159.993,MvOut.No,More Than Ever,0.324
45,0.69,François de Roubaix,0.305,136.562,0.364,0.252,C,0.361,-12.858,Minor,Electronic,4-Apr,29.0,0.0273,111.7608506885237,MvOut.No,Les dunes d'ostende (Original Motion Picture Soundtrack),0.159
46,0.142,Paul Oakenfold,0.735,373.192,0.704,0.242,F#,0.113,-7.552,Minor,Electronic,4-Apr,29.0,0.0428,124.0,MvOut.No,Lonely Ones - Daniel Davoli Ibiza Remix,0.449
47,0.396,Cut Copy,0.586,230.787,0.856,0.00836,C#,0.0895,-5.241,Minor,Electronic,4-Apr,54.0,0.0432,110.022,MvOut.No,Counting Down,0.689
48,0.0049,RL Grime,0.449,249.6,0.963,0.09,B,0.227,-2.041,Major,Electronic,4-Apr,50.0,0.0734,149.85399999999998,MvOut.No,Era,0.124
49,0.0074,DJ Snake,0.647,237.96,0.817,0.0,G,0.124,-4.466,Major,Electronic,4-Apr,58.0,0.0814,118.08200000000001,MvOut.No,Talk,0.277
50,0.0248,Boogie T,0.756,198.4,0.904,0.104,D,0.337,-2.368,Major,Electronic,4-Apr,36.0,0.11856501004076654,150.005,MvOut.No,Senpai (HE$H x Bommer Remix),0.227
51,0.0695,RJD2,0.756,235.42702095872818,0.525,0.09573947189119361,D,0.0716,-10.441,Minor,Electronic,4-Apr,35.0,0.067,102.95299999999999,MvOut.No,Clean Living,0.486
52,0.00161,Armen Miran,0.889,251.25518843757584,0.48,0.13707204311274793,A#,0.0514,-12.38,Minor,Electronic,4-Apr,37.0,0.0747,100.00200000000001,MvOut.No,Inevitable Ending - Viken Arman & Goldcap Remix,0.0751
53,0.366,múm,0.67,329.266,0.679,0.716,C,0.102,-17.153,Major,Electronic,4-Apr,33.0,0.0572,93.992,MvOut.Yes,Cycle Boats - Live in Berlin,0.269
54,0.116,ARMNHMR,0.407,246.866,0.534,0.00117,E,0.111,-3.41,Minor,Electronic,4-Apr,33.0,0.0337,140.232,MvOut.No,ARMNHMR & Nolan van Lith - Alone (Soar Remix),0.11
55,0.353,Floex,0.602,341.253,0.556,0.14414357478892206,A#,0.113,-11.19,Major,Electronic,5-Apr,31.0,0.0326,130.019,MvOut.No,Wednesday (Is The New Friday),0.218
56,0.287,Tomáš Dvořák,0.784,186.547,0.659,0.697,D,0.3,-9.45,Major,Electronic,4-Apr,28.0,0.0962,114.73493974564681,MvOut.No,Nanorobot Tune,0.793
57,0.0323,empty_field,0.626,243.38,0.794,0.0346,E,0.601,-5.18,Major,Electronic,4-Apr,30.0,0.202,142.009,MvOut.No,Bootleg Fireworks (The Rebirth),0.144
58,0.0351,Apashe,0.559,267.75,0.805,0.00125,A#,0.122,-3.54,Minor,Electronic,4-Apr,65.0,0.0703,80.087,MvOut.No,Majesty,0.286
59,0.772,Jean-Michel Jarre,0.0822,460.64,0.297,0.186,G,0.25,-15.023,Minor,Electronic,4-Apr,41.0,0.0398,173.19400000000002,MvOut.No,"Oxygene, Pt. 1",0.0351
60,0.000233,Barely Alive,0.663,238.4,0.965,0.0126,C#,0.328,-1.788,Major,Electronic,4-Apr,38.0,0.0826,150.026,MvOut.No,Rampage,0.544
61,0.0906,Zuma Dionys,0.832,469.0,0.599,0.15452703912722085,D,0.0408,-11.718,Major,Electronic,4-Apr,46.0,0.0695,101.99600000000001,MvOut.No,As Time Goes By,0.465
62,0.053,Taska Black,0.291,210.0,0.686,0.000262,G#,0.143,-5.7,Major,Electronic,4-Apr,52.0,0.0435,160.058,MvOut.No,Where We Go,0.0883
63,0.00564,Tropkillaz,0.606,168.008,0.862,0.04059709848777311,D,0.171,-3.718,Minor,Electronic,4-Apr,50.0,0.0609,80.00399999999999,MvOut.No,Boa Noite,0.253
64,8.6e-05,Doves,0.499,414.08,0.975,0.0721,F,0.0258,-4.504,Major,Electronic,4-Apr,53.0,0.0538,109.99700000000001,MvOut.No,There Goes The Fear,0.509
65,0.149,Flying Lotus,0.18,109.353,0.719,0.00037,C#,0.131,-5.789,Major,Electronic,4-Apr,46.0,0.0993,163.80100000000002,MvOut.No,Getting There,0.1
66,0.0257,RJD2,0.733,271.36,0.874,1.5e-06,A#,0.22,-6.63,Minor,Electronic,4-Apr,33.0,0.231,91.62700000000001,MvOut.No,F.H.H.,0.574
67,0.518,Portishead,0.555,387.787,0.906,0.619,D#,0.212,-5.196,Major,Electronic,4-Apr,33.0,0.0342,126.98200000000001,MvOut.No,We Carry On,0.478
68,0.0017699999999999,empty_field,0.682,255.0,0.879,0.385,B,0.0872,-4.709,Minor,Electronic,4-Apr,35.0,0.0535,127.977,MvOut.No,MTRD,0.25
69,0.0535,Blur,0.543,205.773,0.616,0.000335,G,0.555,-8.711,Major,Electronic,4-Apr,38.0,0.0266,111.079,MvOut.No,Badhead - 2012 Remaster,0.45
70,0.0671,Bro Safari,0.704,186.594,0.936,0.000975,C#,0.0806,-3.149,Major,Electronic,4-Apr,40.0,0.0913,124.18687403385418,MvOut.No,Drama (Party Favor Remix),0.228
71,0.334,Thievery Corporation,0.779,242.154,0.411,0.02,B,0.0443,-8.479,Major,Electronic,4-Apr,37.0,0.0484,78.08,MvOut.No,Waiting Too Long (feat. Notch),0.663
72,0.0141,Bear Grillz,0.573,208.017,0.988,0.0692,F#,0.343,-2.537,Minor,Electronic,4-Apr,38.0,0.0833,150.02200000000002,MvOut.No,Going Down (Under),0.187
73,0.28,Art Of Noise,0.696,220.4040640456309,0.234,0.0511,A,0.311,-14.991,Major,Electronic,4-Apr,47.0,0.112,138.118,MvOut.No,Moments In Love,0.489
74,0.00265,Ray Volpe,0.601,208.0,0.972,0.000179,B,0.226,-1.36,Major,Electronic,4-Apr,36.0,0.135,149.998,MvOut.No,Sell Out,0.0704
75,0.00262,The Prodigy,0.569,238.605,0.984,0.000337,F#,0.639,-1.82,Major,Electronic,4-Apr,46.0,0.11547265615746836,171.983,MvOut.No,We Live Forever - Teddy Killerz Remix,0.403
76,0.0451,Gaullin,0.874,203.598,0.733,0.668,D,0.133,-8.314,Major,Electronic,4-Apr,39.0,0.043,125.03399999999999,MvOut.No,Step Back,0.231
77,0.0571,3LAU,0.66,189.045,0.789,1.69e-05,G,0.102,-4.892,Major,Electronic,4-Apr,44.0,0.0642,140.03,MvOut.No,Touch - Zeds Dead Remix,0.315
78,0.087,San Holo,0.376,252.95849085135282,0.804,0.02,G#,0.215,-7.193,Major,Electronic,4-Apr,37.0,0.0464,149.96200000000002,MvOut.No,I Still See Your Face - Wildfire Remix,0.405
79,0.309,Jon Hopkins,0.433,428.44,0.449,0.1597937555941166,C#,0.0792,-14.983,Minor,Electronic,4-Apr,52.0,0.102,106.975,MvOut.No,C O S M,0.243
80,0.615,Kerala Dust,0.913,363.095,0.141,0.0881855222509347,G#,0.084,-14.659,Major,Electronic,4-Apr,50.0,0.105,98.84412951347562,MvOut.No,Nevada,0.364
81,0.00207,Evil Nine,0.765,344.4,0.493,0.050544990932901934,B,0.0966,-6.834,Minor,Electronic,4-Apr,35.0,0.0422,126.97,MvOut.No,Hired Goons,0.742
82,0.173,empty_field,0.228,257.947,0.537,0.00472,B,0.0673,-9.134,Minor,Electronic,3-Apr,32.0,0.0435,72.863,MvOut.No,Gabriel,0.173
83,0.43,Tricky,0.861,185.907,0.539,0.122,C,0.119,-11.271,Major,Electronic,4-Apr,37.0,0.0632,121.073,MvOut.No,Wait For Signal,0.442
84,0.0471,Flunk,0.518,243.813,0.659,2.81e-06,C,0.121,-7.249,Major,Electronic,4-Apr,34.0,0.0308,157.053,MvOut.No,Play,0.13
85,0.209,Bibio,0.692,234.307,0.699,0.11703897333048319,G,0.117,-9.356,Major,Electronic,4-Apr,30.0,0.0707,111.97,MvOut.No,Fix This Thang,0.388
86,0.0309,JayKode,0.493,195.097,0.891,1.35e-06,E,0.128,-2.269,Minor,Electronic,4-Apr,30.0,0.0454,77.455,MvOut.No,Wasted (feat. Marco Foster),0.333
87,0.000146,12th Planet,0.558,154.4,0.903,0.00316,C#,0.104,-2.329,Major,Electronic,3-Apr,31.0,0.09098668893240135,112.46799999999999,MvOut.No,Sooo Sick,0.0965
88,0.149,Thievery Corporation,0.878,216.52,0.567,0.0133,C#,0.343,-8.294,Minor,Electronic,4-Apr,37.0,0.084,146.971,MvOut.No,Road Block,0.875
89,0.16,JiKay,0.792,238.56,0.679,0.0002379999999999,F,0.111,-7.271,Minor,Electronic,4-Apr,32.0,0.0587,125.00399999999999,MvOut.No,Roses - Jengi Remix,0.557
90,0.0382,!!!,0.832,223.77203114749787,0.798,0.104,G,0.098,-7.418,Major,Electronic,4-Apr,39.0,0.0475,120.022,MvOut.No,Get That Rhythm Right,0.961
91,0.000388,Ghastly,0.663,214.154,0.942,0.688,A#,0.189,-5.016,Minor,Electronic,4-Apr,43.0,0.0421,130.058,MvOut.No,Geisha (The Tokyo VIP),0.129
92,0.0839,Daft Punk,0.832,353.893,0.659,0.00114,A#,0.0753,-7.828,Minor,Electronic,4-Apr,71.0,0.057,100.163,MvOut.No,Lose Yourself to Dance,0.674
93,2.95e-05,Bassnectar,0.388,237.037,0.795,0.07946000220473173,G,0.0854,-3.642,Minor,Electronic,4-Apr,32.0,0.0346,80.939,MvOut.No,Above and Beyond,0.134
94,0.0906,Eptic,0.804,234.375,0.995,0.475,F,0.264,-3.118,Minor,Electronic,4-Apr,34.0,0.27,128.013,MvOut.Yes,Eat My Dust,0.101
95,0.0217,BROHUG,0.838,216.96,0.963,0.000488,C#,0.254,-3.783,Major,Electronic,4-Apr,50.0,0.15,124.944,MvOut.No,If I'm Wrong,0.558
96,0.00182,Digitalism,0.657,366.601,0.55,0.1402576419009611,C,0.0416,-10.651,Minor,Electronic,4-Apr,40.0,0.0342,124.99799999999999,MvOut.No,Jet,0.153
97,0.00695,Diskord,0.536,265.352,0.823,9.14e-05,F,0.168,-3.528,Minor,Electronic,4-Apr,27.0,0.0538,127.85670365231249,MvOut.No,Release Me,0.291
98,0.000348,Bassnectar,0.521,224.348,0.961,0.11729870267741127,C#,0.118,-5.84,Major,Electronic,4-Apr,34.0,0.0439,138.094,MvOut.No,Cozza Frenzy,0.233
99,0.0335,The Prodigy,0.615,358.067,0.987,0.18642443399043154,A#,0.44,-8.919,Minor,Electronic,4-Apr,22.0,0.0908,140.012,MvOut.No,Skylined,0.105
100,0.00326,empty_field,0.685,207.043,0.761,0.383,C,0.099,-2.584,Major,Electronic,4-Apr,37.0,0.0616,75.03,MvOut.No,Nerf This,0.192
101,0.514,Björk,0.423,306.4,0.357,1.67e-06,G#,0.485,-9.759,Minor,Electronic,5-Apr,27.0,0.0592,119.917,MvOut.No,Mutual Core,0.135
102,0.307,Hraach,0.808,368.488,0.48,0.174899196570136,B,0.0833,-15.28,Minor,Electronic,4-Apr,37.0,0.0618,116.006,MvOut.No,Una Mattina - Original Mix,0.352
103,0.00644,Blockhead,0.627,224.041,0.52,0.563,C#,0.438,-13.939,Minor,Electronic,4-Apr,37.0,0.035,115.24446889017138,MvOut.No,Dream On,0.632
104,0.765,Thievery Corporation,0.878,183.0,0.807,0.257,A,0.161,-8.507,Minor,Electronic,4-Apr,37.0,0.12,106.045,MvOut.No,Exilio - Exile,0.76
105,0.106,graves,0.338,202.48,0.775,0.0017,D#,0.0996,-5.547,Minor,Electronic,4-Apr,30.0,0.0411,120.81,MvOut.No,Need You,0.2
106,0.0417,Hudson Mohawke,0.776,231.779,0.703,0.03854441594366284,F,0.645,-7.803,Minor,Electronic,4-Apr,40.0,0.0925,118.04299999999999,MvOut.No,Play N Go,0.639
107,0.276,Oceanvs Orientalis,0.718,369.662,0.655,0.1276693479110199,F,0.107,-10.731,Minor,Electronic,4-Apr,40.0,0.0331,95.036,MvOut.No,Ege,0.649
108,0.00468,Gramatik,0.657,240.43671765020457,0.884,0.0922,C#,0.242,-6.721,Major,Electronic,4-Apr,35.0,0.08111079140812627,92.759,MvOut.No,I'm Doin' My Thang,0.635
109,0.0188,josh pan,0.761,175.681,0.936,0.0171,A,0.339,-2.446,Major,Electronic,4-Apr,40.0,0.241,100.051,MvOut.No,Jugg (feat. Bbno$),0.439
110,0.263,The Chemical Brothers,0.642,287.44,0.83,0.0032,D,0.0839,-5.903,Major,Electronic,4-Apr,46.0,0.0336,135.982,MvOut.No,The Golden Path,0.551
111,0.639,Shakarchi & Stranéus,0.725,221.64285028311068,0.449,0.0776655902846411,D,0.193,-13.603,Major,Electronic,4-Apr,47.0,0.0337,127.98100000000001,MvOut.No,Marcy Son What,0.732
112,0.022,Wooli,0.578,211.2,0.974,0.000178,C,0.0938,-2.999,Major,Electronic,4-Apr,38.0,0.09186282019745713,74.97,MvOut.No,Briddim Bomb,0.106
113,0.127,Zero 7,0.848,306.382,0.659,0.393,D,0.0743,-8.444,Major,Electronic,4-Apr,31.0,0.0475,118.22221589575317,MvOut.No,End Theme - Herberts Chop Dub,0.895
114,0.000256,David Hohme,0.648,313.098,0.591,0.1377367997060119,F,0.0831,-10.573,Minor,Electronic,4-Apr,32.0,0.0348,122.54799999999999,MvOut.No,Fear Less [ABGT189] - Jody Wisternoff Remix,0.285
115,0.0461,Seven Lions,0.481,267.256,0.783,0.0,A,0.547,-6.638,Minor,Electronic,4-Apr,28.0,0.079,135.047,MvOut.No,Rush Over Me (EFL099),0.363
116,0.0551,Getter,0.67,242.667,0.702,0.103,F#,0.341,-2.143,Minor,Electronic,4-Apr,45.0,0.0941,90.01700000000001,MvOut.No,Something New,0.122
117,0.00025,Little Dragon,0.755,220.79411470715385,0.616,3.43e-05,F#,0.0548,-7.518,Major,Electronic,4-Apr,38.0,0.0325,106.993,MvOut.No,Sweet,0.813
118,0.0157,Alison Wonderland,0.478,212.794,0.785,0.0657,F#,0.0695,-5.437,Minor,Electronic,4-Apr,42.0,0.159,140.977,MvOut.No,Cold,0.532
119,0.134,Portishead,0.657,221.0,0.46,0.691,C,0.116,-10.6,Minor,Electronic,4-Apr,46.0,0.0545,84.069,MvOut.No,Pedestal,0.436
120,0.00409,Big Gigantic,0.76,280.32,0.952,6.01e-05,G,0.0649,-2.132,Major,Electronic,4-Apr,30.0,0.141,124.946,MvOut.No,Wide Open (feat. Cherub),0.859
121,0.212,Flosstradamus,0.602,191.041,0.969,0.46,G#,0.1882702110997896,-3.163,Major,Electronic,4-Apr,44.0,0.08386673122140485,165.107,MvOut.No,Rollup - Baauer Remix,0.74
122,0.0265,Jamiroquai,0.639,219.25241212193495,0.69,0.000551,G,0.146,-10.047,Major,Electronic,4-Apr,59.0,0.264,119.63,MvOut.No,You Give Me Something,0.579
123,0.00968,Vincent,0.524,201.6,0.735,0.00464,B,0.0747,-6.837,Major,Electronic,4-Apr,32.0,0.0507,126.16285717370472,MvOut.No,Jinx,0.263
124,0.00372,The Prodigy,0.405,327.429,0.796,0.0378,G,0.0881,-6.436,Major,Electronic,4-Apr,22.0,0.104,140.028,MvOut.No,Wild Frontier - KillSonik Remix,0.0377
125,0.000707,k?d,0.791,209.455,0.845,0.028826574004846617,B,0.361,-2.071,Minor,Electronic,4-Apr,40.0,0.0869,109.98899999999999,MvOut.No,A.I.,0.167
126,0.000109,The Prodigy,0.134,218.76,0.987,0.403,G,0.375,-3.761,Major,Electronic,5-Apr,27.0,0.0966,163.90400000000002,MvOut.No,Get Your Fight On,0.3
127,0.098,DROELOE,0.654,243.61189022962785,0.556,0.0524,D,0.118,-5.653,Major,Electronic,4-Apr,49.0,0.0435,139.942,MvOut.No,Bon Voyage,0.182
128,0.185,empty_field,0.619,323.853,0.953,0.08758189453249587,A#,0.085,-3.425,Minor,Electronic,4-Apr,37.0,0.0365,112.839,MvOut.No,Krack,0.507
129,0.548,Aphex Twin,0.69,231.413,0.418,0.12643260469940196,C#,0.0963,-14.155,Major,Electronic,4-Apr,32.0,0.0416,120.04700000000001,MvOut.No,Mookid,0.412
130,0.00045,Gammer,0.686,254.118,0.953,0.04429891191689035,F#,0.0194,-1.86,Major,Electronic,4-Apr,39.0,0.282,170.005,MvOut.No,Pigface - Dougal & Gammer Edit,0.426
131,0.176,TINCUP,0.366,203.363,0.946,0.0118,G,0.0852,-1.189,Major,Electronic,4-Apr,40.0,0.122,84.506,MvOut.No,Lost - Original Mix,0.299
132,0.00029,Digitalism,0.535,219.76,0.845,0.0248,C#,0.0797,-6.249,Minor,Electronic,4-Apr,36.0,0.048,131.58684128169904,MvOut.No,Red Lights,0.719
133,0.0011,12th Planet,0.504,134.4,0.99,0.00955,A#,0.151,-2.206,Minor,Electronic,4-Apr,50.0,0.09606509677676715,74.882,MvOut.No,Mmm Good,0.106
134,0.00431,Alison Wonderland,0.56,233.624,0.555,0.0216,D,0.189,-7.089,Major,Electronic,4-Apr,47.0,0.0344,140.007,MvOut.No,Okay,0.105
135,0.099,Kompany,0.614,226.37,0.949,1.22e-06,C#,0.297,-2.332,Major,Electronic,4-Apr,33.0,0.10358247883412332,150.06,MvOut.No,Last Man Standing,0.259
136,0.00321,Yellow Claw,0.701,257.128,0.981,0.00405,D,0.0599,-1.759,Major,Electronic,4-Apr,42.0,0.161,150.025,MvOut.No,Stacks,0.625
137,0.000202,Supergrass,0.322,136.773,0.952,0.219,A,0.0671,-6.925,Major,Electronic,4-Apr,44.0,0.205,161.79,MvOut.No,Caught By the Fuzz,0.257
138,0.000664,Justice,0.584,334.225,0.66,0.0,G,0.303,-5.91,Minor,Electronic,4-Apr,47.0,0.0278,113.046,MvOut.No,Fire,0.508
139,0.039,The Presets,0.698,210.507,0.687,0.0358,A#,0.165,-7.695,Minor,Electronic,4-Apr,45.0,0.063,117.80388372338196,MvOut.No,14U+14ME - Single Edit,0.167
140,0.4,San Holo,0.603,236.719,0.533,0.0,C,0.124,-6.742,Major,Electronic,4-Apr,62.0,0.0832,117.25746417675266,MvOut.No,brighter days,0.282
141,0.0409999999999999,Dirtcaps,0.686,227.908,0.862,0.0,D,0.115,-4.322,Major,Electronic,4-Apr,42.0,0.0832,154.996,MvOut.No,Ride Or Die (feat. Kalibwoy),0.239
142,0.129,Lonely Ulf,0.857,519.643,0.35,0.15725478063189027,G,0.107,-13.157,Major,Electronic,4-Apr,38.0,0.0844,98.012,MvOut.No,From the Beginning - Extended Version,0.296
143,0.875,Archive,0.389,292.196,0.361,0.00229,A#,0.133,-11.843,Minor,Electronic,3-Apr,21.0,0.0334,113.507,MvOut.No,End of Our Days,0.237
144,0.0364,Datsik,0.64,190.4,0.937,0.0,D,0.183,-1.052,Major,Electronic,3-Apr,32.0,0.127,112.27799999999999,MvOut.No,Wreckless (feat. AD),0.276
145,0.0115,Moby,0.523,180.267,0.448,0.06326072233344013,G,0.0896,-10.116,Major,Electronic,4-Apr,35.0,0.0408,124.87806610085467,MvOut.No,Rushing,0.574
146,0.023,Alison Wonderland,0.694,219.158,0.653,7.01e-05,C#,0.107,-5.553,Major,Electronic,4-Apr,29.0,0.0793,124.83294259474859,MvOut.No,Cry - Sunny Norway Remix,0.575
147,0.00894,Cut Copy,0.706,335.653,0.616,0.515,F#,0.195,-7.081,Minor,Electronic,4-Apr,46.0,0.0391,117.973,MvOut.No,Glittering Clouds,0.4
